Classes of objects created,Number of objects created(Original),Number of objects created(Modified),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original),Number of unique objects manipulated(Modified),Modified - Original,Percentage(Gain/Loss),Number of objects created(Original-Normalized),Number of objects created(Modified-Normalized),Modified - Original,Percentage(Gain/Loss),Number of unique objects manipulated(Original-Normalized),Number of unique objects manipulated(Modified-Normalized),Modified - Original,Percentage(Gain/Loss)
class [[[[Lorg.junit.runners.model.Statement;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.742033383915023e-05,4.742033383915023e-05,"INF%",0.0,4.742033383915023e-05,4.742033383915023e-05,"INF%"
class [[Lorg.junit.runners.model.Statement;,0,143,143,"INF%",0,2,2,"INF%",0.0,0.006781107738998483,0.006781107738998483,"INF%",0.0,9.484066767830046e-05,9.484066767830046e-05,"INF%"
class [Lorg.junit.rules.TestRule;,0,21,21,"INF%",0,2,2,"INF%",0.0,0.0009958270106221548,0.0009958270106221548,"INF%",0.0,9.484066767830046e-05,9.484066767830046e-05,"INF%"
class [[[[Ljava.util.Locale;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.742033383915023e-05,4.742033383915023e-05,"INF%",0.0,4.742033383915023e-05,4.742033383915023e-05,"INF%"
class [Ljava.lang.reflect.GenericDeclaration;,0,30,30,"INF%",0,2,2,"INF%",0.0,0.0014226100151745068,0.0014226100151745068,"INF%",0.0,9.484066767830046e-05,9.484066767830046e-05,"INF%"
class [[[[I,0,3,3,"INF%",0,2,2,"INF%",0.0,0.0001422610015174507,0.0001422610015174507,"INF%",0.0,9.484066767830046e-05,9.484066767830046e-05,"INF%"
class [[[[[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,0,10,10,"INF%",0,2,2,"INF%",0.0,0.0004742033383915023,0.0004742033383915023,"INF%",0.0,9.484066767830046e-05,9.484066767830046e-05,"INF%"
class [[[[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,0,27,27,"INF%",0,3,3,"INF%",0.0,0.0012803490136570562,0.0012803490136570562,"INF%",0.0,0.0001422610015174507,0.0001422610015174507,"INF%"
class [[[[B,0,1,1,"INF%",0,1,1,"INF%",0.0,4.742033383915023e-05,4.742033383915023e-05,"INF%",0.0,4.742033383915023e-05,4.742033383915023e-05,"INF%"
class [[Ljava.lang.reflect.GenericDeclaration;,0,2,2,"INF%",0,2,2,"INF%",0.0,9.484066767830046e-05,9.484066767830046e-05,"INF%",0.0,9.484066767830046e-05,9.484066767830046e-05,"INF%"
class [Ljava.lang.CharSequence;,0,1,1,"INF%",0,1,1,"INF%",0.0,4.742033383915023e-05,4.742033383915023e-05,"INF%",0.0,4.742033383915023e-05,4.742033383915023e-05,"INF%"
class [Ljava.lang.Iterable;,0,28,28,"INF%",0,2,2,"INF%",0.0,0.0013277693474962064,0.0013277693474962064,"INF%",0.0,9.484066767830046e-05,9.484066767830046e-05,"INF%"
class [[[Ljava.util.Locale;,0,3,3,"INF%",0,1,1,"INF%",0.0,0.0001422610015174507,0.0001422610015174507,"INF%",0.0,4.742033383915023e-05,4.742033383915023e-05,"INF%"
class [Lorg.junit.runners.model.Statement;,0,378,378,"INF%",0,2,2,"INF%",0.0,0.017924886191198787,0.017924886191198787,"INF%",0.0,9.484066767830046e-05,9.484066767830046e-05,"INF%"
class [[[Lorg.apache.lucene.store.MockDirectoryWrapper$Throttling;,0,6,6,"INF%",0,4,4,"INF%",0.0,0.0002845220030349014,0.0002845220030349014,"INF%",0.0,0.00018968133535660092,0.00018968133535660092,"INF%"
class [[[[Lorg.apache.lucene.util.TestRuleIgnoreAfterMaxFailures;,0,27,27,"INF%",0,3,3,"INF%",0.0,0.0012803490136570562,0.0012803490136570562,"INF%",0.0,0.0001422610015174507,0.0001422610015174507,"INF%"
